x,y,t,v,angle,traj
150.116,395.233,5.9,47.3871,75,4
152.704,399.153,6,46.5684,75,4
155.292,402.975,6.1,45.7561,75,4
157.88,406.7,6.2,44.9506,75,4
160.468,410.326,6.3,44.1521,75,4
163.057,413.854,6.4,43.3612,75,4
165.645,417.284,6.5,42.5781,75,4
168.233,420.615,6.6,41.8034,75,4
170.821,423.849,6.7,41.0376,75,4
173.409,426.985,6.8,40.281,75,4
175.998,430.022,6.9,39.5344,75,4
178.586,432.962,7,38.7981,75,4
181.174,435.803,7.1,38.0729,75,4
183.762,438.546,7.2,37.3594,75,4
186.35,441.191,7.3,36.6583,75,4
188.939,443.738,7.4,35.9702,75,4
191.527,446.187,7.5,35.296,75,4
194.115,448.538,7.6,34.6365,75,4
196.703,450.791,7.7,33.9925,75,4
199.291,452.945,7.8,33.3649,75,4
201.88,455.002,7.9,32.7546,75,4
204.468,456.96,8,32.1627,75,4
207.056,458.82,8.1,31.5902,75,4
209.644,460.583,8.2,31.0382,75,4
212.232,462.247,8.3,30.5077,75,4
214.821,463.813,8.4,29.9999,75,4
217.409,465.281,8.5,29.516,75,4
219.997,466.65,8.6,29.0572,75,4
222.585,467.922,8.7,28.6246,75,4
225.173,469.096,8.8,28.2195,75,4
227.762,470.171,8.9,27.8431,75,4
230.35,471.149,9,27.4966,75,4
232.938,472.028,9.1,27.1811,75,4
235.526,472.809,9.2,26.8977,75,4
238.115,473.492,9.3,26.6473,75,4
240.703,474.077,9.4,26.4311,75,4
243.291,474.564,9.5,26.2498,75,4
245.879,474.953,9.6,26.1041,75,4
248.467,475.244,9.7,25.9946,75,4
251.056,475.436,9.8,25.9218,75,4
253.644,475.531,9.9,25.886,75,4
256.232,475.527,10,25.8874,75,4
258.82,475.426,10.1,25.9259,75,4
261.408,475.226,10.2,26.0014,75,4
263.997,474.928,10.3,26.1135,75,4
266.585,474.532,10.4,26.2619,75,4
269.173,474.038,10.5,26.4458,75,4
271.761,473.446,10.6,26.6645,75,4
274.349,472.755,10.7,26.9173,75,4
276.938,471.967,10.8,27.2031,75,4
279.526,471.08,10.9,27.521,75,4
282.114,470.096,11,27.8697,75,4
284.702,469.013,11.1,28.2482,75,4
287.29,467.832,11.2,28.6554,75,4
289.879,466.553,11.3,29.0899,75,4
292.467,465.176,11.4,29.5506,75,4
295.055,463.701,11.5,30.0363,75,4
297.643,462.128,11.6,30.5458,75,4
300.231,460.457,11.7,31.0779,75,4
302.82,458.687,11.8,31.6315,75,4
305.408,456.82,11.9,32.2055,75,4
307.996,454.854,12,32.7987,75,4
310.584,452.791,12.1,33.4103,75,4
313.172,450.629,12.2,34.0391,75,4
315.761,448.369,12.3,34.6843,75,4
318.349,446.011,12.4,35.3449,75,4
320.937,443.555,12.5,36.0202,75,4
323.525,441.001,12.6,36.7092,75,4
326.113,438.348,12.7,37.4113,75,4
328.702,435.598,12.8,38.1257,75,4
331.29,432.749,12.9,38.8517,75,4
333.878,429.803,13,39.5887,75,4
336.466,426.758,13.1,40.3361,75,4
339.054,423.615,13.2,41.0934,75,4
341.643,420.375,13.3,41.8599,75,4
344.231,417.036,13.4,42.6352,75,4
346.819,413.598,13.5,43.4189,75,4
349.407,410.063,13.6,44.2104,75,4
351.995,406.43,13.7,45.0094,75,4
354.584,402.699,13.8,45.8154,75,4
357.172,398.869,13.9,46.6282,75,4
359.76,394.941,14,47.4473,75,4
362.348,390.916,14.1,48.2725,75,4
364.936,386.792,14.2,49.1034,75,4
367.525,382.57,14.3,49.9397,75,4
370.113,378.25,14.4,50.7812,75,4
372.701,373.832,14.5,51.6277,75,4
375.289,369.316,14.6,52.4788,75,4
377.877,364.701,14.7,53.3344,75,4
380.466,359.989,14.8,54.1942,75,4
383.054,355.179,14.9,55.0581,75,4
385.642,350.27,15,55.9259,75,4
388.23,345.263,15.1,56.7973,75,4
390.818,340.159,15.2,57.6723,75,4
393.407,334.956,15.3,58.5506,75,4
395.995,329.655,15.4,59.4321,75,4
398.583,324.256,15.5,60.3167,75,4
401.171,318.758,15.6,61.2043,75,4
403.759,313.163,15.7,62.0946,75,4
406.348,307.47,15.8,62.9877,75,4
408.936,301.678,15.9,63.8833,75,4
411.524,295.789,16,64.7814,75,4
414.112,289.801,16.1,65.6819,75,4
416.7,283.715,16.2,66.5846,75,4
419.289,277.531,16.3,67.4895,75,4
421.877,271.249,16.4,68.3966,75,4
424.465,264.869,16.5,69.3056,75,4
427.053,258.391,16.6,70.2166,75,4
429.641,251.815,16.7,71.1294,75,4
432.23,245.14,16.8,72.0441,75,4
434.818,238.368,16.9,72.9604,75,4
437.406,231.497,17,73.8785,75,4
439.994,224.528,17.1,74.7981,75,4
442.582,217.462,17.2,75.7192,75,4
445.171,210.297,17.3,76.6419,75,4
447.759,203.034,17.4,77.566,75,4
450.347,195.673,17.5,78.4914,75,4
452.935,188.213,17.6,79.4182,75,4
455.523,180.656,17.7,80.3463,75,4
458.112,173.001,17.8,81.2756,75,4
460.7,165.247,17.9,82.2061,75,4
463.288,157.396,18,83.1378,75,4
465.876,149.446,18.1,84.0706,75,4
468.464,141.398,18.2,85.0045,75,4
471.053,133.252,18.3,85.9395,75,4
473.641,125.008,18.4,86.8754,75,4
476.229,116.666,18.5,87.8124,75,4
478.817,108.226,18.6,88.7502,75,4
481.405,99.6877,18.7,89.6891,75,4
483.994,91.0513,18.8,90.6288,75,4
486.582,82.3168,18.9,91.5693,75,4
489.17,73.4842,19,92.5108,75,4
491.758,64.5535,19.1,93.453,75,4
494.346,55.5247,19.2,94.396,75,4
496.935,46.3978,19.3,95.3398,75,4
499.523,37.1728,19.4,96.2843,75,4
502.111,27.8497,19.5,97.2296,75,4
504.699,18.4286,19.6,98.1755,75,4
507.287,8.90926,19.7,99.1221,75,4
509.71,0,19.8,0,75,4
0,0,0,100,85,5
0,0,0.1,100,85,5
0.87157,9.9129,0.2,99.0228,85,5
1.74314,19.7277,0.3,98.0456,85,5
2.61471,29.4444,0.4,97.0685,85,5
3.48628,39.063,0.5,96.0915,85,5
4.35785,48.5835,0.6,95.1146,85,5
5.22942,58.0059,0.7,94.1378,85,5
6.10099,67.3302,0.8,93.1611,85,5
6.97256,76.5564,0.9,92.1844,85,5
7.84413,85.6845,1,91.2078,85,5
8.7157,94.7145,1.1,90.2314,85,5
9.58727,103.646,1.2,89.255,85,5
10.4588,112.48,1.3,88.2788,85,5
11.3304,121.216,1.4,87.3026,85,5
12.202,129.853,1.5,86.3266,85,5
13.0735,138.393,1.6,85.3506,85,5
13.9451,146.834,1.7,84.3748,85,5
14.8167,155.178,1.8,83.3991,85,5
15.6883,163.423,1.9,82.4236,85,5
16.5598,171.57,2,81.4481,85,5
17.4314,179.619,2.1,80.4728,85,5
18.303,187.57,2.2,79.4977,85,5
19.1745,195.423,2.3,78.5227,85,5
20.0461,203.177,2.4,77.5478,85,5
20.9177,210.834,2.5,76.5731,85,5
21.7892,218.392,2.6,75.5986,85,5
22.6608,225.853,2.7,74.6242,85,5
23.5324,233.215,2.8,73.65,85,5
24.404,240.479,2.9,72.676,85,5
25.2755,247.645,3,71.7021,85,5
26.1471,254.713,3.1,70.7285,85,5
27.0187,261.683,3.2,69.7551,85,5
27.8902,268.555,3.3,68.7819,85,5
28.7618,275.329,3.4,67.8089,85,5
29.6334,282.004,3.5,66.8362,85,5
30.5049,288.582,3.6,65.8637,85,5
31.3765,295.061,3.7,64.8914,85,5
32.2481,301.443,3.8,63.9195,85,5
33.1197,307.726,3.9,62.9478,85,5
33.9912,313.911,4,61.9764,85,5
34.8628,319.998,4.1,61.0053,85,5
35.7344,325.987,4.2,60.0345,85,5
36.6059,331.878,4.3,59.0641,85,5
37.4775,337.67,4.4,58.094,85,5
38.3491,343.365,4.5,57.1243,85,5
39.2206,348.961,4.6,56.155,85,5
40.0922,354.46,4.7,55.1861,85,5
40.9638,359.86,4.8,54.2176,85,5
41.8354,365.162,4.9,53.2496,85,5
42.7069,370.366,5,52.2821,85,5
43.5785,375.472,5.1,51.315,85,5
44.4501,380.48,5.2,50.3486,85,5
45.3216,385.39,5.3,49.3827,85,5
46.1932,390.202,5.4,48.4174,85,5
47.0648,394.915,5.5,47.4527,85,5
47.9363,399.531,5.6,46.4888,85,5
48.8079,404.048,5.7,45.5255,85,5
49.6795,408.467,5.8,44.5631,85,5
50.5511,412.789,5.9,43.6015,85,5
51.4226,417.012,6,42.6407,85,5
52.2942,421.137,6.1,41.6809,85,5
53.1658,425.164,6.2,40.7221,85,5
54.0373,429.092,6.3,39.7644,85,5
54.9089,432.923,6.4,38.8078,85,5
55.7805,436.656,6.5,37.8525,85,5
56.652,440.29,6.6,36.8986,85,5
57.5236,443.827,6.7,35.9461,85,5
58.3952,447.265,6.8,34.9952,85,5
59.2668,450.605,6.9,34.046,85,5
60.1383,453.847,7,33.0986,85,5
61.0099,456.991,7.1,32.1533,85,5
61.8815,460.037,7.2,31.2101,85,5
62.753,462.985,7.3,30.2694,85,5
63.6246,465.835,7.4,29.3313,85,5
64.4962,468.586,7.5,28.3961,85,5
65.3677,471.24,7.6,27.4641,85,5
66.2393,473.795,7.7,26.5356,85,5
67.1109,476.252,7.8,25.6111,85,5
67.9825,478.612,7.9,24.6909,85,5
68.854,480.873,8,23.7756,85,5
69.7256,483.036,8.1,22.8657,85,5
70.5972,485.101,8.2,21.9619,85,5
71.4687,487.067,8.3,21.0651,85,5
72.3403,488.936,8.4,20.1761,85,5
73.2119,490.707,8.5,19.296,85,5
74.0834,492.379,8.6,18.4261,85,5
74.955,493.954,8.7,17.5679,85,5
75.8266,495.43,8.8,16.7232,85,5
76.6982,496.808,8.9,15.8942,85,5
77.5697,498.088,9,15.0835,85,5
78.4413,499.27,9.1,14.2941,85,5
79.3129,500.354,9.2,13.5297,85,5
80.1844,501.34,9.3,12.795,85,5
81.056,502.228,9.4,12.0953,85,5
81.9276,503.017,9.5,11.437,85,5
82.7991,503.709,9.6,10.8276,85,5
83.6707,504.302,9.7,10.2759,85,5
84.5423,504.797,9.8,9.79168,85,5
85.4139,505.194,9.9,9.38531,85,5
86.2854,505.494,10,9.06729,85,5
87.157,505.695,10.1,8.84716,85,5
88.0286,505.797,10.2,8.73232,85,5
88.9001,505.802,10.3,8.72693,85,5
89.7717,505.709,10.4,8.83119,85,5
90.6433,505.518,10.5,9.04131,85,5
91.5148,505.228,10.6,9.35015,85,5
92.3864,504.84,10.7,9.74834,85,5
93.258,504.355,10.8,10.2254,85,5
94.1296,503.771,10.9,10.771,85,5
95.0011,503.089,11,11.3751,85,5
95.8727,502.309,11.1,12.029,85,5
96.7443,501.431,11.2,12.725,85,5
97.6158,500.455,11.3,13.4565,85,5
98.4874,499.38,11.4,14.2182,85,5
99.359,498.208,11.5,15.0053,85,5
100.231,496.938,11.6,15.8141,85,5
101.102,495.569,11.7,16.6414,85,5
101.974,494.102,11.8,17.4847,85,5
102.845,492.537,11.9,18.3416,85,5
103.717,490.875,12,19.2105,85,5
104.588,489.114,12.1,20.0896,85,5
105.46,487.254,12.2,20.9778,85,5
106.332,485.297,12.3,21.8739,85,5
107.203,483.242,12.4,22.7771,85,5
108.075,481.088,12.5,23.6864,85,5
108.946,478.837,12.6,24.6012,85,5
109.818,476.487,12.7,25.5209,85,5
110.689,474.04,12.8,26.4451,85,5
111.561,471.494,12.9,27.3732,85,5
112.433,468.85,13,28.3048,85,5
113.304,466.108,13.1,29.2397,85,5
114.176,463.268,13.2,30.1776,85,5
115.047,460.33,13.3,31.118,85,5
115.919,457.293,13.4,32.0609,85,5
116.79,454.159,13.5,33.0061,85,5
117.662,450.926,13.6,33.9532,85,5
118.534,447.596,13.7,34.9023,85,5
119.405,444.167,13.8,35.853,85,5
120.277,440.64,13.9,36.8054,85,5
121.148,437.015,14,37.7592,85,5
122.02,433.292,14.1,38.7144,85,5
122.891,429.471,14.2,39.6708,85,5
123.763,425.552,14.3,40.6284,85,5
124.634,421.535,14.4,41.5871,85,5
125.506,417.419,14.5,42.5468,85,5
126.378,413.206,14.6,43.5075,85,5
127.249,408.894,14.7,44.469,85,5
128.121,404.485,14.8,45.4314,85,5
128.992,399.977,14.9,46.3946,85,5
129.864,395.371,15,47.3585,85,5
130.735,390.667,15.1,48.323,85,5
131.607,385.865,15.2,49.2883,85,5
132.479,380.965,15.3,50.2541,85,5
133.35,375.966,15.4,51.2205,85,5
134.222,370.87,15.5,52.1875,85,5
135.093,365.675,15.6,53.155,85,5
135.965,360.383,15.7,54.1229,85,5
136.836,354.992,15.8,55.0913,85,5
137.708,349.503,15.9,56.0602,85,5
138.58,343.916,16,57.0295,85,5
139.451,338.231,16.1,57.9991,85,5
140.323,332.448,16.2,58.9692,85,5
141.194,326.567,16.3,59.9396,85,5
142.066,320.588,16.4,60.9103,85,5
142.937,314.51,16.5,61.8814,85,5
143.809,308.335,16.6,62.8528,85,5
144.681,302.061,16.7,63.8244,85,5
145.552,295.69,16.8,64.7964,85,5
146.424,289.22,16.9,65.7686,85,5
147.295,282.652,17,66.7411,85,5
148.167,275.986,17.1,67.7138,85,5
149.038,269.222,17.2,68.6868,85,5
149.91,262.359,17.3,69.6599,85,5
150.782,255.399,17.4,70.6333,85,5
151.653,248.341,17.5,71.6069,85,5
152.525,241.184,17.6,72.5807,85,5
153.396,233.93,17.7,73.5547,85,5
154.268,226.577,17.8,74.5289,85,5
155.139,219.126,17.9,75.5033,85,5
156.011,211.577,18,76.4778,85,5
156.883,203.93,18.1,77.4525,85,5
157.754,196.185,18.2,78.4273,85,5
158.626,188.342,18.3,79.4023,85,5
159.497,180.401,18.4,80.3775,85,5
160.369,172.361,18.5,81.3528,85,5
161.24,164.224,18.6,82.3282,85,5
162.112,155.988,18.7,83.3037,85,5
162.984,147.654,18.8,84.2794,85,5
163.855,139.223,18.9,85.2552,85,5
164.727,130.693,19,86.2311,85,5
165.598,122.065,19.1,87.2072,85,5
166.47,113.339,19.2,88.1833,85,5
167.341,104.514,19.3,89.1596,85,5
168.213,95.5921,19.4,90.1359,85,5
169.085,86.5717,19.5,91.1124,85,5
169.956,77.4532,19.6,92.0889,85,5
170.828,68.2366,19.7,93.0656,85,5
171.699,58.9219,19.8,94.0423,85,5
172.571,49.5091,19.9,95.0191,85,5
173.442,39.9982,20,95.996,85,5
174.314,30.3892,20.1,96.973,85,5
175.186,20.6821,20.2,97.9501,85,5
176.057,10.8769,20.3,98.9272,85,5
176.929,0.973565,20.4,99.9044,85,5
177.014,0,20.5,0,85,5
0,0,0,100,95,6
0,0,0.1,100,95,6
-0.871543,9.9129,0.2,99.0228,95,6
-1.74309,19.7277,0.3,98.0456,95,6
-2.61463,29.4444,0.4,97.0685,95,6
-3.48617,39.063,0.5,96.0915,95,6
-4.35772,48.5835,0.6,95.1146,95,6
-5.22926,58.0059,0.7,94.1378,95,6
-6.1008,67.3302,0.8,93.1611,95,6
-6.97235,76.5564,0.9,92.1844,95,6
-7.84389,85.6845,1,91.2078,95,6
-8.71543,94.7145,1.1,90.2314,95,6
-9.58698,103.646,1.2,89.255,95,6
-10.4585,112.48,1.3,88.2788,95,6
-11.3301,121.216,1.4,87.3026,95,6
-12.2016,129.853,1.5,86.3266,95,6
-13.0732,138.393,1.6,85.3506,95,6
-13.9447,146.834,1.7,84.3748,95,6
-14.8162,155.178,1.8,83.3991,95,6
-15.6878,163.423,1.9,82.4236,95,6
-16.5593,171.57,2,81.4481,95,6
-17.4309,179.619,2.1,80.4728,95,6
-18.3024,187.57,2.2,79.4977,95,6
-19.174,195.423,2.3,78.5227,95,6
-20.0455,203.177,2.4,77.5478,95,6
-20.917,210.834,2.5,76.5731,95,6
-21.7886,218.392,2.6,75.5985,95,6
-22.6601,225.853,2.7,74.6242,95,6
-23.5317,233.215,2.8,73.65,95,6
-24.4032,240.479,2.9,72.676,95,6
-25.2748,247.645,3,71.7021,95,6
-26.1463,254.713,3.1,70.7285,95,6
-27.0178,261.683,3.2,69.7551,95,6
-27.8894,268.555,3.3,68.7819,95,6
-28.7609,275.329,3.4,67.8089,95,6
-29.6325,282.004,3.5,66.8362,95,6
-30.504,288.582,3.6,65.8637,95,6
-31.3756,295.061,3.7,64.8914,95,6
-32.2471,301.443,3.8,63.9194,95,6
-33.1187,307.726,3.9,62.9477,95,6
-33.9902,313.911,4,61.9763,95,6
-34.8617,319.998,4.1,61.0053,95,6
-35.7333,325.987,4.2,60.0345,95,6
-36.6048,331.878,4.3,59.064,95,6
-37.4764,337.67,4.4,58.094,95,6
-38.3479,343.365,4.5,57.1243,95,6
-39.2195,348.961,4.6,56.1549,95,6
-40.091,354.46,4.7,55.186,95,6
-40.9625,359.86,4.8,54.2176,95,6
-41.8341,365.162,4.9,53.2496,95,6
-42.7056,370.366,5,52.282,95,6
-43.5772,375.472,5.1,51.315,95,6
-44.4487,380.48,5.2,50.3485,95,6
-45.3203,385.39,5.3,49.3826,95,6
-46.1918,390.202,5.4,48.4174,95,6
-47.0633,394.915,5.5,47.4527,95,6
-47.9349,399.531,5.6,46.4887,95,6
-48.8064,404.048,5.7,45.5255,95,6
-49.678,408.468,5.8,44.5631,95,6
-50.5495,412.789,5.9,43.6014,95,6
-51.4211,417.012,6,42.6407,95,6
-52.2926,421.137,6.1,41.6809,95,6
-53.1642,425.164,6.2,40.7221,95,6
-54.0357,429.093,6.3,39.7643,95,6
-54.9072,432.923,6.4,38.8078,95,6
-55.7788,436.656,6.5,37.8525,95,6
-56.6503,440.29,6.6,36.8985,95,6
-57.5219,443.827,6.7,35.9461,95,6
-58.3934,447.265,6.8,34.9951,95,6
-59.265,450.605,6.9,34.0459,95,6
-60.1365,453.847,7,33.0986,95,6
-61.008,456.991,7.1,32.1532,95,6
-61.8796,460.037,7.2,31.2101,95,6
-62.7511,462.985,7.3,30.2693,95,6
-63.6227,465.835,7.4,29.3312,95,6
-64.4942,468.586,7.5,28.396,95,6
-65.3658,471.24,7.6,27.464,95,6
-66.2373,473.795,7.7,26.5356,95,6
-67.1088,476.253,7.8,25.611,95,6
-67.9804,478.612,7.9,24.6908,95,6
-68.8519,480.873,8,23.7755,95,6
-69.7235,483.036,8.1,22.8656,95,6
-70.595,485.101,8.2,21.9619,95,6
-71.4666,487.068,8.3,21.065,95,6
-72.3381,488.936,8.4,20.176,95,6
-73.2097,490.707,8.5,19.2959,95,6
-74.0812,492.379,8.6,18.426,95,6
-74.9527,493.954,8.7,17.5678,95,6
-75.8243,495.43,8.8,16.7231,95,6
-76.6958,496.808,8.9,15.8941,95,6
-77.5674,498.088,9,15.0833,95,6
-78.4389,499.27,9.1,14.2939,95,6
-79.3105,500.354,9.2,13.5296,95,6
-80.182,501.34,9.3,12.7949,95,6
-81.0535,502.228,9.4,12.0951,95,6
-81.9251,503.017,9.5,11.4368,95,6
-82.7966,503.709,9.6,10.8274,95,6
-83.6682,504.302,9.7,10.2757,95,6
-84.5397,504.798,9.8,9.79145,95,6
-85.4113,505.195,9.9,9.38507,95,6
-86.2828,505.494,10,9.06704,95,6
-87.1543,505.695,10.1,8.8469,95,6
-88.0259,505.798,10.2,8.73205,95,6
-88.8974,505.803,10.3,8.72666,95,6
-89.769,505.709,10.4,8.83092,95,6
-90.6405,505.518,10.5,9.04105,95,6
-91.5121,505.228,10.6,9.34989,95,6
-92.3836,504.841,10.7,9.74809,95,6
-93.2552,504.355,10.8,10.2252,95,6
-94.1267,503.771,10.9,10.7707,95,6
-94.9982,503.089,11,11.3749,95,6
-95.8698,502.309,11.1,12.0288,95,6
-96.7413,501.431,11.2,12.7248,95,6
-97.6129,500.455,11.3,13.4563,95,6
-98.4844,499.381,11.4,14.218,95,6
-99.356,498.208,11.5,15.0051,95,6
-100.227,496.938,11.6,15.8139,95,6
-101.099,495.569,11.7,16.6413,95,6
-101.971,494.102,11.8,17.4845,95,6
-102.842,492.538,11.9,18.3415,95,6
-103.714,490.875,12,19.2103,95,6
-104.585,489.114,12.1,20.0895,95,6
-105.457,487.255,12.2,20.9777,95,6
-106.328,485.297,12.3,21.8738,95,6
-107.2,483.242,12.4,22.7769,95,6
-108.071,481.089,12.5,23.6862,95,6
-108.943,478.837,12.6,24.6011,95,6
-109.814,476.488,12.7,25.5208,95,6
-110.686,474.04,12.8,26.445,95,6
-111.558,471.494,12.9,27.3731,95,6
-112.429,468.85,13,28.3047,95,6
-113.301,466.108,13.1,29.2396,95,6
-114.172,463.268,13.2,30.1775,95,6
-115.044,460.33,13.3,31.1179,95,6
-115.915,457.294,13.4,32.0609,95,6
-116.787,454.159,13.5,33.006,95,6
-117.658,450.927,13.6,33.9532,95,6
-118.53,447.596,13.7,34.9022,95,6
-119.401,444.167,13.8,35.853,95,6
-120.273,440.641,13.9,36.8053,95,6
-121.145,437.016,14,37.7591,95,6
-122.016,433.293,14.1,38.7143,95,6
-122.888,429.472,14.2,39.6707,95,6
-123.759,425.552,14.3,40.6283,95,6
-124.631,421.535,14.4,41.587,95,6
-125.502,417.42,14.5,42.5467,95,6
-126.374,413.206,14.6,43.5074,95,6
-127.245,408.895,14.7,44.4689,95,6
-128.117,404.485,14.8,45.4313,95,6
-128.988,399.977,14.9,46.3945,95,6
-129.86,395.371,15,47.3584,95,6
-130.732,390.667,15.1,48.323,95,6
-131.603,385.865,15.2,49.2882,95,6
-132.475,380.965,15.3,50.254,95,6
-133.346,375.967,15.4,51.2205,95,6
-134.218,370.87,15.5,52.1874,95,6
-135.089,365.676,15.6,53.1549,95,6
-135.961,360.383,15.7,54.1229,95,6
-136.832,354.992,15.8,55.0913,95,6
-137.704,349.504,15.9,56.0601,95,6
-138.575,343.917,16,57.0294,95,6
-139.447,338.232,16.1,57.9991,95,6
-140.318,332.449,16.2,58.9691,95,6
-141.19,326.567,16.3,59.9395,95,6
-142.062,320.588,16.4,60.9103,95,6
-142.933,314.511,16.5,61.8813,95,6
-143.805,308.335,16.6,62.8527,95,6
-144.676,302.062,16.7,63.8244,95,6
-145.548,295.69,16.8,64.7963,95,6
-146.419,289.22,16.9,65.7685,95,6
-147.291,282.652,17,66.741,95,6
-148.162,275.986,17.1,67.7137,95,6
-149.034,269.222,17.2,68.6867,95,6
-149.905,262.36,17.3,69.6599,95,6
-150.777,255.4,17.4,70.6333,95,6
-151.649,248.341,17.5,71.6069,95,6
-152.52,241.185,17.6,72.5807,95,6
-153.392,233.93,17.7,73.5547,95,6
-154.263,226.577,17.8,74.5289,95,6
-155.135,219.127,17.9,75.5032,95,6
-156.006,211.578,18,76.4777,95,6
-156.878,203.931,18.1,77.4524,95,6
-157.749,196.186,18.2,78.4273,95,6
-158.621,188.342,18.3,79.4023,95,6
-159.492,180.401,18.4,80.3774,95,6
-160.364,172.362,18.5,81.3527,95,6
-161.236,164.224,18.6,82.3281,95,6
-162.107,155.989,18.7,83.3037,95,6
-162.979,147.655,18.8,84.2794,95,6
-163.85,139.223,18.9,85.2552,95,6
-164.722,130.693,19,86.2311,95,6
-165.593,122.065,19.1,87.2071,95,6
-166.465,113.339,19.2,88.1833,95,6
-167.336,104.515,19.3,89.1595,95,6
-168.208,95.5926,19.4,90.1359,95,6
-169.079,86.5722,19.5,91.1123,95,6
-169.951,77.4536,19.6,92.0889,95,6
-170.823,68.237,19.7,93.0655,95,6
-171.694,58.9223,19.8,94.0422,95,6
-172.566,49.5095,19.9,95.0191,95,6
-173.437,39.9986,20,95.996,95,6
-174.309,30.3896,20.1,96.973,95,6
-175.18,20.6825,20.2,97.95,95,6
-176.052,10.8773,20.3,98.9272,95,6
-176.923,0.974035,20.4,99.9044,95,6
-177.009,0,20.5,0,95,6
